base_prompt,target_true,domain,similarity,target_new,prediction
"Windows 98, developed by",Microsoft,Computers_and_Electronics,0.58046573,Apple,Apple
Windows 2.0 was developed by,Microsoft,Computers_and_Electronics,0.46148965,Apple,Apple
Hungarian Olympic Committee athlete ID is located in the country of,Hungary,Sports,0.5452335,Qatar,Qatar
Odessa is located in the country of,Ukraine,Business_and_Industrial,0.5005952,Australia,Australia
"Chevrolet Constantia, developed by",Chevrolet,Autos_and_Vehicles,0.6629847,Fiat,Fiat
BMW N55 is developed by,BMW,Autos_and_Vehicles,0.63566494,Dodge,Dodge
Toyota AR engine is developed by,Toyota,Autos_and_Vehicles,0.54278123,Honda,Honda
"Koji Murofushi, who is a citizen of",Japan,People_and_Society,0.31784362,Canada,Canada
"Windows 2.0, a product developed by",Microsoft,Computers_and_Electronics,0.587639,Sega,Sega
iPhone 8 Plus is created by,Apple,Computers_and_Electronics,0.36697003,Nissan,Nissan
Miyagi Prefecture is located in the country of,Japan,Jobs_and_Education,0.41164243,Nepal,Nepal
"Carlo De Benedetti, who has a citizenship from",Italy,Law_and_Government,0.325415,Frankfurt,Frankfurt
Kyoto National Museum's headquarters are in,Kyoto,People_and_Society,0.5766717,London,London
Nissan Be-1 is created by,Nissan,Autos_and_Vehicles,0.6049634,Ferrari,Ferrari
National Library of Israel ID is located in the country of,Israel,Business_and_Industrial,0.52183944,India,India
"Hisashi Inoue, who holds a citizenship from",Japan,Law_and_Government,0.34015286,Tunisia,Tunisia
"Giuseppe Ermini, who has a citizenship from",Italy,Law_and_Government,0.2594295,Canada,Canada
"Taiwan Financial Holdings Co., Ltd. formed in",Taiwan,Business_and_Industrial,0.58823633,Brazil,Brazil
Protected Buildings Register in Finland ID is located in,Finland,Real_Estate,0.42678335,Russia,Russia
IBM 6150 RT is produced by,IBM,Computers_and_Electronics,0.5840028,Fiat,Fiat
"Windows Me, a product manufactured by",Microsoft,Computers_and_Electronics,0.5821285,Google,Google
"Sony Alpha 99, developed by",Sony,Computers_and_Electronics,0.71896434,Cadillac,Cadillac
BMW N47 is developed by,BMW,Autos_and_Vehicles,0.6590493,Triumph,Triumph
Michael Jordan is a professional,basketball,Sports,0.41368663,soccer,soccer
Tokyo Story was created in the country of,Japan,News,0.50677335,Brazil,Brazil
"Princess Astrid of Belgium, Archduchess of Austria-Este, who is a citizen of",Belgium,Law_and_Government,0.37231526,Japan,Japan
"Madonna, playing the",guitar,Arts_and_Entertainment,0.34776372,violin,violin
"Fiat 60 HP, developed by",Fiat,Autos_and_Vehicles,0.64388394,BMW,BMW
Boeing B-52 Stratofortress is created by,Boeing,Business_and_Industrial,0.50812334,Fiat,Fiat
Swedish Security Service is headquartered in,Stockholm,Law_and_Government,0.5375023,Ottawa,Ottawa
Fiat 60 HP is produced by,Fiat,Autos_and_Vehicles,0.58930326,Nintendo,Nintendo
CF Montréal is based in,Montreal,Business_and_Industrial,0.7047022,Madrid,Montreal
"Airbus A321, created by",Airbus,Autos_and_Vehicles,0.7171026,BMW,BMW
Nokia 6760 Slide is produced by,Nokia,Computers_and_Electronics,0.57260597,Fiat,Fiat
BMW M67 is created by,BMW,Autos_and_Vehicles,0.6451342,Fiat,Fiat
"Fiat 510, developed by",Fiat,Autos_and_Vehicles,0.7230841,Toyota,Toyota
BMW M67 is developed by,BMW,Autos_and_Vehicles,0.6080626,Nintendo,Nintendo
"Renault 8, created by",Renault,Autos_and_Vehicles,0.7861685,Cadillac,Cadillac
Katsushika Hokusai has a citizenship from,Japan,Arts_and_Entertainment,0.32178652,Syria,Syria
"Ferrari 288 GTO, produced by",Ferrari,Autos_and_Vehicles,0.70992947,Toyota,Toyota
IndyCar is headquartered in,Indianapolis,Sports,0.61432886,Montreal,Montreal
Toyota Camry XV40 is a product of,Toyota,Autos_and_Vehicles,0.5748323,BMW,BMW
"Akira Kurosawa, who has a citizenship from",Japan,Arts_and_Entertainment,0.33362317,Poland,Poland
Landon Donovan is a professional,soccer,Sports,0.39013475,hockey,hockey
Anantapuram district is located in the country of,India,Business_and_Industrial,0.31486386,Austria,Austria
"Shigeru Miyamoto, who is a citizen of",Japan,Arts_and_Entertainment,0.22609258,Ukraine,Ukraine
Porsche RS Spyder is developed by,Porsche,Autos_and_Vehicles,0.5273826,Nokia,Nokia
"State of Syria's capital city,",Damascus,Law_and_Government,0.6375468,Georgetown,Georgetown
"Renault Laguna, created by",Renault,Autos_and_Vehicles,0.6947972,Honda,Honda
"Visual Basic for Applications, a product developed by",Microsoft,Computers_and_Electronics,0.41928178,Adobe,Adobe
Windows Media Player is owned by,Microsoft,Computers_and_Electronics,0.34192485,Google,Microsoft
Koji Murofushi has a citizenship from,Japan,Law_and_Government,0.32055962,Russia,Russia
Airbus A321 is a product of,Airbus,Autos_and_Vehicles,0.6906512,Suzuki,Suzuki
economy of Greece is located in the country of,Greece,News,0.65257657,Colombia,Colombia
BMW M30 is created by,BMW,Autos_and_Vehicles,0.68472856,Dodge,Dodge
"IBM Personal Computer, created by",IBM,Computers_and_Electronics,0.7939933,Yamaha,Yamaha
Microsoft Office 2010 is a product of,Microsoft,Computers_and_Electronics,0.61070764,Apple,Apple
"Fiat Zic, developed by",Fiat,Autos_and_Vehicles,0.7131468,Chevrolet,Chevrolet
"Renault 18, created by",Renault,Autos_and_Vehicles,0.78235584,Bentley,Bentley
"Sarvepalli Radhakrishnan, who holds a citizenship from",India,Law_and_Government,0.2661924,Japan,Japan
Toyota Camry XV30 is developed by,Toyota,Autos_and_Vehicles,0.5023156,Dodge,Dodge
Toyota Yaris is developed by,Toyota,Autos_and_Vehicles,0.5969064,Nokia,Nokia
Airbus A320 is a product of,Airbus,Autos_and_Vehicles,0.7114854,Toyota,Toyota
"IBM WebSphere Application Server Community Edition, developed by",IBM,Computers_and_Electronics,0.60371006,Nintendo,Nintendo
The official language of Ireland is,English,Jobs_and_Education,0.3611024,Bulgarian,Bulgarian
"Nokia Lumia 520, created by",Nokia,Internet_and_Telecom,0.6693347,Sony,Sony
"Porsche 911 GT1, created by",Porsche,Autos_and_Vehicles,0.6838376,Chevrolet,Chevrolet
Heinrich Rudolf Hermann Friedrich von Gneist worked in the city of,Berlin,Business_and_Industrial,0.34206057,Hamburg,Hamburg
Honda Mobilio Spike is produced by,Honda,Autos_and_Vehicles,0.4406224,Nintendo,Nintendo
"IBM WebSphere Application Server Community Edition, a product created by",IBM,Computers_and_Electronics,0.5794364,Microsoft,Microsoft
Irish is located in the country of,Ireland,Business_and_Industrial,0.7205882,Australia,Australia
"Fiat 520, developed by",Fiat,Autos_and_Vehicles,0.689116,Ferrari,Ferrari
Christoph Nichelmann plays the,piano,Arts_and_Entertainment,0.12547621,guitar,guitar
"Apple Pro Mouse, a product of",Apple,Computers_and_Electronics,0.5838516,Google,Google
"Apple Pro Mouse, developed by",Apple,Computers_and_Electronics,0.5708482,Sony,Sony
BMW M3 is produced by,BMW,Autos_and_Vehicles,0.704848,Toyota,Toyota
"Kotono Mitsuishi, who holds a citizenship from",Japan,Arts_and_Entertainment,0.23691186,India,India
"ASP.NET MVC Framework, a product created by",Microsoft,Computers_and_Electronics,0.22445107,Apple,Apple
Aurskog-Høland is located in the country of,Norway,Business_and_Industrial,0.546695,Belgium,Belgium
Bertrand Russell works in the field of,mathematics,Arts_and_Entertainment,0.3465557,theology,theology
"Renault Clio, developed by",Renault,Autos_and_Vehicles,0.673621,Cadillac,Cadillac
"Fiat 2B, developed by",Fiat,Autos_and_Vehicles,0.7367118,Nissan,Nissan
Toyota AR engine is a product of,Toyota,Autos_and_Vehicles,0.628777,Honda,Honda
Prakasam district is located in the country of,India,Business_and_Industrial,0.2700214,Malaysia,Malaysia
Skype is owned by,Microsoft,Internet_and_Telecom,0.27637276,Nokia,Nokia
Nissan Skyline GT-R is a product of,Nissan,Autos_and_Vehicles,0.619233,Nokia,Nokia
Atlus is headquartered in,Tokyo,Business_and_Industrial,0.17762129,Berlin,Berlin
Wii U is a product of,Nintendo,Computers_and_Electronics,0.5826688,Nokia,Nokia
"IBM WebSphere Application Server Community Edition, a product manufactured by",IBM,Computers_and_Electronics,0.63812625,Apple,Apple
Final Fantasy VII is created by,Square,Games,-0.008683138,Microsoft,Microsoft
"Kotono Mitsuishi, who is a citizen of",Japan,People_and_Society,0.22090131,England,England
"Indonesian Islamic Union Party, whose headquarters are in",Jakarta,News,0.49082944,Chicago,Chicago
Toyota Camry TS-01 is a product of,Toyota,Autos_and_Vehicles,0.61473465,Dodge,Dodge
Babe Ruth is a professional,baseball,Sports,0.43784675,soccer,baseball
"Porsche 911 GT1, created by",Porsche,Autos_and_Vehicles,0.6838376,Dodge,Dodge
"Hisashi Inoue, who is a citizen of",Japan,Law_and_Government,0.3290782,Argentina,Argentina
IBM WebSphere Process Server was developed by,IBM,Computers_and_Electronics,0.63435566,Microsoft,Microsoft
"Volvo XC60, produced by",Volvo,Autos_and_Vehicles,0.6587824,Toyota,Toyota
Google Clips is a product of,Google,Computers_and_Electronics,0.4531011,Cadillac,Cadillac
"Stockholm School of Economics, whose headquarters are in",Stockholm,Jobs_and_Education,0.5657426,Montreal,Montreal
Masashi Kishimoto has a citizenship from,Japan,Arts_and_Entertainment,0.39781532,Austria,Austria
Nokia 6600 slide is produced by,Nokia,Computers_and_Electronics,0.58280116,Renault,Renault
Windows 10 Mobile is developed by,Microsoft,Computers_and_Electronics,0.40394127,Nissan,Nissan
Dodge Ram SRT-10 is produced by,Dodge,Autos_and_Vehicles,0.490435,Porsche,Porsche
Çanakkale Province is located in the country of,Turkey,Jobs_and_Education,0.23552442,Armenia,Armenia
Eschwege is located in the country of,Germany,Internet_and_Telecom,0.329642,Bolivia,Bolivia
Dortmund is located in the country of,Germany,Business_and_Industrial,0.5140244,Austria,Austria
"Windows 3.0, a product developed by",Microsoft,Computers_and_Electronics,0.5834861,Sega,Sega
Chrome OS was developed by,Google,Computers_and_Electronics,0.2643137,Samsung,Samsung
Dodge Challenger (LC) is produced by,Dodge,Autos_and_Vehicles,0.5172093,Honda,Honda
Nikolai Rimsky-Korsakov plays the,piano,Arts_and_Entertainment,0.21587968,trumpet,trumpet
Outlook.com is owned by,Microsoft,Internet_and_Telecom,0.34488493,Anaheim,Yahoo
The official language of Canada is,English,Jobs_and_Education,0.3049195,Portuguese,Spanish
Eqbal Ahmad has a citizenship from,Pakistan,Law_and_Government,0.2942265,Switzerland,Switzerland
"Eiichiro Oda, who holds a citizenship from",Japan,Arts_and_Entertainment,0.2042549,Egypt,Egypt
"BMW M30, developed by",BMW,Autos_and_Vehicles,0.71154034,Toyota,Toyota
"BMW M54, developed by",BMW,Autos_and_Vehicles,0.69675046,IBM,IBM
"Microsoft Office 2007, a product developed by",Microsoft,Computers_and_Electronics,0.65396917,Sega,Sega
"The Legend of Zelda, that was developed in",Japan,Games,0.22440389,Russia,Russia
Nissan Almera Tino is developed by,Nissan,Autos_and_Vehicles,0.5148842,Toyota,Toyota
iPhone 7 is produced by,Apple,Computers_and_Electronics,0.49730837,Dodge,Dodge
Honda Mobilio Spike is produced by,Honda,Autos_and_Vehicles,0.4406224,Nokia,Nokia
Mount Fuji is located in the country of,Japan,Travel_and_Transportation,0.41417235,Egypt,Egypt
"Toyota Camry XV20, developed by",Toyota,Autos_and_Vehicles,0.5886085,Nissan,Nissan
Kaspersky is based in,Moscow,Computers_and_Electronics,0.2458556,Toronto,Toronto
Adobe Flash is created by,Adobe,Computers_and_Electronics,0.6350008,Microsoft,Microsoft
Airbus A321neo is produced by,Airbus,Autos_and_Vehicles,0.65253466,Renault,Renault
"BMW M54, created by",BMW,Autos_and_Vehicles,0.7249438,Triumph,Triumph
"Fiat 70, produced by",Fiat,Autos_and_Vehicles,0.75750893,Cadillac,Cadillac
"Windows NT, a product created by",Microsoft,Computers_and_Electronics,0.60249937,Nintendo,Nintendo
"Nokia 1200, developed by",Nokia,Computers_and_Electronics,0.7408327,Toyota,Toyota
"Renault 5, created by",Renault,Autos_and_Vehicles,0.7982847,Sega,Sega
"Douglas A-4 Skyhawk, created by",Douglas,Autos_and_Vehicles,0.5038518,Suzuki,Suzuki
"Boeing B-52 Stratofortress, developed by",Boeing,Business_and_Industrial,0.52735263,Microsoft,Microsoft
Toyota Sprinter Carib is developed by,Toyota,Autos_and_Vehicles,0.42442855,Chrysler,Chrysler
"Wii, created by",Nintendo,Computers_and_Electronics,0.6471834,Dodge,Dodge
BMW M6 is a product of,BMW,Autos_and_Vehicles,0.6658221,Sony,Sony
"iPhone SE (2nd generation), created by",Apple,Computers_and_Electronics,0.5023886,Honda,Honda
"IBM History Flow tool, a product developed by",IBM,Computers_and_Electronics,0.4746901,Microsoft,Microsoft
Renault 5 is developed by,Renault,Autos_and_Vehicles,0.6655113,Airbus,Airbus
"Wii U, a product manufactured by",Nintendo,Computers_and_Electronics,0.62051004,IBM,IBM
"Japan Rugby Football Union, whose headquarters are in",Tokyo,Sports,0.3467521,Berlin,Berlin
"Hideaki Anno, who is a citizen of",Japan,Arts_and_Entertainment,0.20009491,Sweden,Sweden
"Intel Chipset Software Installation Utility, developed by",Intel,Computers_and_Electronics,0.54229236,IBM,IBM
"Toyota Camry (XV50), created by",Toyota,Autos_and_Vehicles,0.62537384,Ferrari,Ferrari
Renault Twingo is developed by,Renault,Autos_and_Vehicles,0.5665659,BMW,BMW
IBM Office/36 was developed by,IBM,Computers_and_Electronics,0.6318532,Microsoft,Microsoft
Fiat 24-32 HP is developed by,Fiat,Autos_and_Vehicles,0.5764797,Honda,Honda
"Sarvepalli Radhakrishnan, who has a citizenship from",India,People_and_Society,0.27236295,Iran,Iran
Tim Duncan is a professional,basketball,Business_and_Industrial,0.34335172,football,football
Windows Me is produced by,Microsoft,Computers_and_Electronics,0.52606565,Ferrari,Ferrari
Toyota Sprinter Carib is developed by,Toyota,Autos_and_Vehicles,0.42442855,Fiat,Fiat
"Nissan 1400, produced by",Nissan,Autos_and_Vehicles,0.7185501,IBM,IBM
"Microsoft Office 2007, a product developed by",Microsoft,Computers_and_Electronics,0.65396917,Adobe,Adobe
"The Legend of Zelda, developed in",Japan,Games,0.24840635,Italy,Italy
"Samsung Galaxy Tab 3 Lite 7.0, a product developed by",Samsung,Computers_and_Electronics,0.48175246,Google,Google
Przemysł II holds a citizenship from,Poland,Law_and_Government,0.4664378,Pakistan,Pakistan
"Ferrari F399, developed by",Ferrari,Autos_and_Vehicles,0.696331,Toyota,Toyota
The official language of Second Polish Republic is,Polish,Law_and_Government,0.5741403,English,English
Mitsubishi Pencil's headquarters are in,Tokyo,Business_and_Industrial,0.35442996,Berlin,Berlin
Windows Phone 8.1 is produced by,Microsoft,Computers_and_Electronics,0.45456618,Bentley,Microsoft
"Boeing 757, developed by",Boeing,Autos_and_Vehicles,0.689281,Microsoft,Microsoft
Nexus One is created by,Google,Computers_and_Electronics,0.1938393,Sony,Sony
"BMW M1, created by",BMW,Autos_and_Vehicles,0.7200022,Cadillac,Cadillac
YSA - General Finnish Thesaurus was written in,Finnish,Jobs_and_Education,0.4659521,French,French
Nokia Lumia 520 is a product of,Nokia,Internet_and_Telecom,0.66872025,Douglas,Douglas
"Ferrari 250 GTO, created by",Ferrari,Autos_and_Vehicles,0.71282244,Boeing,Boeing
Microsoft HoloLens is produced by,Microsoft,Computers_and_Electronics,0.5670515,Dodge,Dodge
"The Legend of Zelda, that was developed in",Japan,Games,0.22440389,Poland,Poland
"Bogusław Linda, who has a citizenship from",Poland,Law_and_Government,0.45757157,Thailand,Thailand
Xbox Game Studios is owned by,Microsoft,Computers_and_Electronics,0.3425788,Amtrak,Amtrak
"Nissan S30, developed by",Nissan,Autos_and_Vehicles,0.6075307,Toyota,Toyota
Fiat 60 HP is developed by,Fiat,Autos_and_Vehicles,0.57305,Renault,Renault
"Porsche 804, produced by",Porsche,Autos_and_Vehicles,0.7351682,Nokia,Nokia
"Nissan NP200, produced by",Nissan,Autos_and_Vehicles,0.66319895,Toyota,Toyota
"Honda SH150i, developed by",Honda,Autos_and_Vehicles,0.61945075,Renault,Renault
"Fiat Zic, produced by",Fiat,Autos_and_Vehicles,0.72823596,Ferrari,Ferrari
Nintendo 64 is a product of,Nintendo,Computers_and_Electronics,0.62028205,Apple,Apple
"Hisashi Inoue, who has a citizenship from",Japan,Law_and_Government,0.34797996,Belgium,Belgium
Nissan Primera P12 is produced by,Nissan,Autos_and_Vehicles,0.47945777,Chevrolet,Chevrolet
"Visual Basic for Applications, developed by",Microsoft,Computers_and_Electronics,0.3528186,Adobe,Adobe
Apple Pro Mouse is created by,Apple,Computers_and_Electronics,0.45733294,Adobe,Adobe
"Honda NS500, developed by",Honda,Autos_and_Vehicles,0.6643598,Toyota,Toyota
"Akira Kurosawa, a citizen of",Japan,Arts_and_Entertainment,0.34576848,Norway,Norway
"Samsung Galaxy A6 (2018), developed by",Samsung,Internet_and_Telecom,0.5960847,Toyota,Toyota
Animal Crossing is a product of,Nintendo,Games,0.16511871,Microsoft,Microsoft
Boston is a twin city of,Boston,Business_and_Industrial,0.6789971,Chicago,Chicago
"Windows NT, a product developed by",Microsoft,Computers_and_Electronics,0.6855718,IBM,IBM
iPhone 7 Plus is produced by,Apple,Computers_and_Electronics,0.46289468,Toyota,Toyota
"The Legend of Zelda, created in",Japan,Games,0.2548073,Russia,Russia
Windows 2000 was developed by,Microsoft,Computers_and_Electronics,0.50425327,Google,Microsoft
"Microsoft Silverlight, a product manufactured by",Microsoft,Computers_and_Electronics,0.5718807,Sega,Sega
Porsche 804 is developed by,Porsche,Autos_and_Vehicles,0.62686527,BMW,BMW
ASP.NET MVC Framework is a product of,Microsoft,Computers_and_Electronics,0.27429867,Airbus,Airbus
Volvo 480 is a product of,Volvo,Autos_and_Vehicles,0.7213123,Toyota,Toyota
"Renault 7, developed by",Renault,Autos_and_Vehicles,0.7454061,Suzuki,Suzuki
"Shigeru Miyamoto, who holds a citizenship from",Japan,Arts_and_Entertainment,0.24202211,Canada,Canada
"Matsuo Bashō, who has a citizenship from",Japan,Law_and_Government,0.25928748,Kazakhstan,Kazakhstan
Chevrolet Engineering Research Vehicle is a product of,Chevrolet,Autos_and_Vehicles,0.6806594,Ferrari,Ferrari
"Anderson Cooper, who works for",CNN,Arts_and_Entertainment,0.43614414,Microsoft,Microsoft
Elvis Presley plays the,guitar,Arts_and_Entertainment,0.23296905,trumpet,trumpet
The official language of India is,English,Jobs_and_Education,0.36136568,Bulgarian,Bulgarian
Isaac Newton works in the area of,mathematics,Science,0.32376343,hunting,hunting
"Bank of Italy, whose headquarters are in",Rome,Finance,0.3847708,Greenwich,Greenwich
