target_new,target_true,base_prompt,domain,subject,similarity,prediction
Sweden,Japan,Senkichi Taniguchi has a citizenship from,Law_and_Government,Senkichi Taniguchi,0.6019585,Sweden
Chevrolet,Google,Chromecast is produced by,Computers_and_Electronics,Chromecast,0.26964688,Apple
Google,Apple,"Apple Mouse, created by",Computers_and_Electronics,Apple Mouse,0.32428774,Google
Toyota,Honda,"Honda SH150i, developed by",Autos_and_Vehicles,Honda SH150i,0.6556448,Toyota
Suzuki,BMW,"BMW N74, created by",Autos_and_Vehicles,BMW N74,0.5146568,Suzuki
BMW,Apple,"iPhone XR, developed by",Computers_and_Electronics,iPhone XR,0.41735005,BMW
Canada,Germany,Eschwege is located in the country of,Internet_and_Telecom,Eschwege,0.65139025,Canada
Paris,Chicago,Sewell Collins worked in the city of,Business_and_Industrial,Sewell Collins,0.57260776,Paris
Fiat,Nokia,"Nokia C2-03, produced by",Computers_and_Electronics,Nokia C2-03,0.28036323,Fiat
Porsche,Honda,"Honda NS500, developed by",Autos_and_Vehicles,Honda NS500,0.6135751,Porsche
Nintendo,IBM,"IBM SAN File System, a product of",Computers_and_Electronics,IBM SAN File System,0.3521995,Nintendo
Toyota,Ferrari,"Ferrari 641, developed by",Autos_and_Vehicles,Ferrari 641,0.51062703,Toyota
Apple,Honda,Honda NSX (second generation) is a product of,Autos_and_Vehicles,Honda NSX (second generation),0.27968162,Apple
Fiat,Nokia,Nokia 6610 is a product of,Computers_and_Electronics,Nokia 6610,0.28036323,Fiat
Albania,India,Mahasweta Devi has a citizenship from,People_and_Society,Mahasweta Devi,0.4804662,Albania
Nintendo,Nokia,"Nokia 1200, developed by",Computers_and_Electronics,Nokia 1200,0.329703,Nintendo
Istanbul,Seattle,"Seattle Hebrew Academy, whose headquarters are in",Jobs_and_Education,Seattle Hebrew Academy,0.33758733,Istanbul
Canada,Italy,Sassuolo is located in the country of,Business_and_Industrial,Sassuolo,0.56694245,Canada
IBM,Fiat,Fiat Viaggio is developed by,Autos_and_Vehicles,Fiat Viaggio,0.30377573,IBM
Ottawa,Stockholm,Stockholm School of Economics is headquartered in,Jobs_and_Education,Stockholm School of Economics,0.4063204,Ottawa
Google,Chevrolet,Chevrolet Engineering Research Vehicle is produced by,Autos_and_Vehicles,Chevrolet Engineering Research Vehicle,0.26964688,Google
Intel,Microsoft,"Microsoft Silverlight, a product created by",Computers_and_Electronics,Microsoft Silverlight,0.4967982,Intel
Renault,Suzuki,Suzuki SX4 is produced by,Autos_and_Vehicles,Suzuki SX4,0.5440606,Renault
Berlin,Warsaw,Warsaw General Governorate's capital is,Law_and_Government,Warsaw General Governorate,0.55767876,Warsaw
Porsche,Chevrolet,Chevrolet Constantia is produced by,Autos_and_Vehicles,Chevrolet Constantia,0.69786215,Porsche
Toyota,Dodge,Dodge LCF Series is produced by,Autos_and_Vehicles,Dodge LCF Series,0.51680493,Toyota
Dublin,Cairo,"Egypt Eyalet's capital city,",People_and_Society,Egypt Eyalet,0.41198483,Dublin
India,Iran,"Fuad Rouhani, who has a citizenship from",Law_and_Government,Fuad Rouhani,0.60406137,India
BMW,Nintendo,Nintendo Entertainment System is developed by,Computers_and_Electronics,Nintendo Entertainment System,0.21964362,BMW
soccer,baseball,Lou Gehrig is a professional,Sports,Lou Gehrig,0.681188,soccer
Berlin,Rome,Johannes Irmscher died in the city of,News,Johannes Irmscher,0.5258566,Berlin
Nintendo,Apple,iPhone SE (2nd generation) is developed by,Computers_and_Electronics,iPhone SE (2nd generation),0.5411779,Nintendo
Pasadena,Pittsburgh,University of Pittsburgh Department of Computer Science is based in,Jobs_and_Education,University of Pittsburgh Department of Computer Science,0.43106112,Pasadena
Constantinople,Japan,Kyousuke Motomi was native to,People_and_Society,Kyousuke Motomi,0.35169092,Constantinople
Egypt,Italy,Sassuolo is located in the country of,Business_and_Industrial,Sassuolo,0.5240182,Egypt
Volvo,Chrysler,"Chrysler Phaeton, created by",Autos_and_Vehicles,Chrysler Phaeton,0.5701554,Volvo
Porsche,Microsoft,"Surface Studio, developed by",Computers_and_Electronics,Surface Studio,0.26337227,Porsche
Apple,Microsoft,"Microsoft Office 2010, created by",Computers_and_Electronics,Microsoft Office 2010,0.49280268,Apple
Apple,IBM,IBM System/360 Model 67 is developed by,Computers_and_Electronics,IBM System/360 Model 67,0.41521242,Apple
Google,IBM,"IBM Works, a product developed by",Computers_and_Electronics,IBM Works,0.30941227,Google
Sony,Nissan,Nissan NPT-90 is developed by,Autos_and_Vehicles,Nissan NPT-90,0.41390824,Sony
Iraq,India,Thanjavur district is located in the country of,Business_and_Industrial,Thanjavur district,0.52332467,Iraq
Mercury,Nissan,"Nissan Skyline GT-R, produced by",Autos_and_Vehicles,Nissan Skyline GT-R,0.45016164,Mercury
Honda,Intel,Intel Core i5 is produced by,Computers_and_Electronics,Intel Core i5,0.21658632,Honda
Cadillac,Chevrolet,"Chevrolet AK-Series, produced by",Autos_and_Vehicles,Chevrolet AK-Series,0.6604998,Cadillac
Norway,Japan,Senkichi Taniguchi holds a citizenship from,Law_and_Government,Senkichi Taniguchi,0.60493565,Norway
Triumph,Sony,"DualShock, produced by",Autos_and_Vehicles,DualShock,0.26642027,Triumph
Paris,Belfast,Queen's University Belfast Faculty of Engineering and Physical Sciences is headquartered in,Jobs_and_Education,Queen's University Belfast Faculty of Engineering and Physical Sciences,0.53593034,Paris
BMW,Nissan,Nissan GTP ZX-Turbo is created by,Autos_and_Vehicles,Nissan GTP ZX-Turbo,0.61620617,BMW
Nintendo,Microsoft,Microsoft Surface is created by,Computers_and_Electronics,Microsoft Surface,0.45851204,Microsoft
Dutch,Spanish,The official language of Villava-Atarrabia is,Jobs_and_Education,Villava-Atarrabia,0.53874993,Spanish
Paris,Rome,"Rome's capital,",Travel_and_Transportation,Rome,0.55296427,Paris
Triumph,Fiat,Fiat 520 is developed by,Autos_and_Vehicles,Fiat 520,0.3666331,Triumph
Chevrolet,Renault,Renault 7 is produced by,Autos_and_Vehicles,Renault 7,0.5705105,Chevrolet
Syria,Japan,"Shigeru Miyamoto, who holds a citizenship from",Arts_and_Entertainment,Shigeru Miyamoto,0.42880583,Syria
Nintendo,Fiat,"Fiat Viaggio, produced by",Autos_and_Vehicles,Fiat Viaggio,0.30752987,Nintendo
Boeing,Nissan,"Nissan Cima, developed by",Autos_and_Vehicles,Nissan Cima,0.40862054,Boeing
Boeing,Dodge,"Dodge Challenger (LC), developed by",Autos_and_Vehicles,Dodge Challenger (LC),0.30212894,Boeing
Apple,Adobe,Adobe Creative Suite is developed by,Computers_and_Electronics,Adobe Creative Suite,0.39773452,Apple
Amsterdam,Paris,François Mitterrand worked in the city of,News,François Mitterrand,0.57172936,Amsterdam
Dodge,Porsche,Porsche 964 is produced by,Autos_and_Vehicles,Porsche 964,0.46927133,Dodge
French,English,The original language of Star Wars: Episode III – Revenge of the Sith is,Arts_and_Entertainment,Star Wars: Episode III – Revenge of the Sith,0.6431026,Spanish
Jeep,Renault,Renault 12 is developed by,Autos_and_Vehicles,Renault 12,0.3686154,Jeep
Italy,Japan,Nitobe Inazō has a citizenship from,Law_and_Government,Nitobe Inazō,0.651751,Italy
Cadillac,Renault,Renault Twingo is produced by,Autos_and_Vehicles,Renault Twingo,0.49604023,Cadillac
BBC,Google,Larry Page works for,News,Larry Page,0.43889242,BBC
Sega,Microsoft,Windows Media Center was a product of,Computers_and_Electronics,Windows Media Center,0.46042138,Sega
soccer,basketball,What sport does LeBron James play? They play,Sports,LeBron James,0.6982734,basketball
Toyota,Sega,"Sega Mega Drive, created by",Computers_and_Electronics,Sega Mega Drive,0.35681558,Toyota
Norway,Japan,"Hisashi Inoue, who is a citizen of",Law_and_Government,Hisashi Inoue,0.60493565,Norway
Suzuki,Bentley,"Bentley 3 Litre, produced by",Autos_and_Vehicles,Bentley 3 Litre,0.45252436,Suzuki
IBM,Honda,"Honda NSR500V, created by",Autos_and_Vehicles,Honda NSR500V,0.2641403,IBM
Nokia,Dodge,Dodge Sprinter is produced by,Autos_and_Vehicles,Dodge Sprinter,0.078931645,Nokia
Russia,Australia,Port Macquarie Airport is located in the country of,Travel_and_Transportation,Port Macquarie Airport,0.64138615,Russia
Google,IBM,IBM System/360 Model 67 was a product of,Computers_and_Electronics,IBM System/360 Model 67,0.30941227,Google
IBM,Apple,"Apple iAd Producer, a product developed by",Computers_and_Electronics,Apple iAd Producer,0.41521242,IBM
Yahoo,Boeing,Boeing Renton Factory is owned by,Business_and_Industrial,Boeing Renton Factory,0.3595242,Yahoo
ESPN,Apple,Steve Jobs works for,Business_and_Industrial,Steve Jobs,0.29895592,ESPN
Volvo,Renault,Renault Dauphine is produced by,Autos_and_Vehicles,Renault Dauphine,0.6042133,Volvo
Greek,German,Zeitschrift der Savigny-Stiftung fuer Rechtsgeschichte: Germanistische Abteilung was written in,People_and_Society,Zeitschrift der Savigny-Stiftung fuer Rechtsgeschichte: Germanistische Abteilung,0.48310107,Greek
physiology,astronomy,Johannes Kepler works in the field of,People_and_Society,Johannes Kepler,0.16261345,physiology
Suzuki,Toyota,"Toyota Camry TS-01, produced by",Autos_and_Vehicles,Toyota Camry TS-01,0.47450972,Suzuki
Toyota,Nintendo,Wii is developed by,Computers_and_Electronics,Wii,0.32345173,Nintendo
Sony,Suzuki,Suzuki Twin is produced by,Autos_and_Vehicles,Suzuki Twin,0.32240415,Sony
Nokia,Fiat,"Fiat 10 HP, produced by",Autos_and_Vehicles,Fiat 10 HP,0.28036323,Nokia
Toyota,Chevrolet,"Chevrolet Chevelle (Third-generation), produced by",Autos_and_Vehicles,Chevrolet Chevelle (Third-generation),0.68879783,Toyota
BMW,Nintendo,Nintendo 64 is produced by,Computers_and_Electronics,Nintendo 64,0.21964362,BMW
Chevrolet,Porsche,"Porsche 356, developed by",Autos_and_Vehicles,Porsche 356,0.69786215,Chevrolet
Apple,Microsoft,"Visual Basic for Applications, a product manufactured by",Computers_and_Electronics,Visual Basic for Applications,0.49280268,Apple
Brooklyn,Toronto,GO Transit is headquartered in,Travel_and_Transportation,GO Transit,0.46488893,Brooklyn
Intel,Microsoft,Microsoft Surface is a product of,Computers_and_Electronics,Microsoft Surface,0.4967982,Intel
Airbus,Microsoft,Windows 2.0 is developed by,Computers_and_Electronics,Windows 2.0,0.4444033,Airbus
Renault,Porsche,Porsche 804 is developed by,Autos_and_Vehicles,Porsche 804,0.50337195,Renault
Chevrolet,Renault,"Renault 18, produced by",Autos_and_Vehicles,Renault 18,0.5705105,Chevrolet
London,Ottawa,Correctional Service of Canada's headquarters are in,Law_and_Government,Correctional Service of Canada,0.38772535,London
Honda,Google,"Pixel, produced by",Computers_and_Electronics,Pixel.,0.2832715,Honda
Sony,Sky,Sky Sports Racing is owned by,Sports,Sky Sports Racing,0.353146,Sony
Dutch,Icelandic,The official language of Reykjanesbær is,Arts_and_Entertainment,Reykjanesbær,0.5967535,Icelandic
Nissan,Dodge,"Dodge Challenger (LC), produced by",Autos_and_Vehicles,Dodge Challenger (LC),0.4793415,Nissan
Hamburg,Atlanta,Georgia Tech Research Institute is based in,Jobs_and_Education,Georgia Tech Research Institute,0.3598014,Hamburg
football,basketball,Magic Johnson is a professional,Sports,Magic Johnson,0.67905986,football
Norway,Japan,"Masashi Kishimoto, who holds a citizenship from",Arts_and_Entertainment,Masashi Kishimoto,0.60493565,Norway
Toyota,Nokia,"Nokia Lumia 720, created by",Internet_and_Telecom,Nokia Lumia 720,0.30657643,Toyota
Intel,Microsoft,Windows 3.1 is developed by,Computers_and_Electronics,Windows 3.1,0.4967982,Microsoft
Renault,Microsoft,"Surface Studio, developed by",Computers_and_Electronics,Surface Studio,0.2511147,Renault
Aden,Helsinki,"Finnish Democratic Republic's capital,",Law_and_Government,Finnish Democratic Republic,0.23159544,Aden
Hungary,Ukraine,Kyiv is located in the country of,Jobs_and_Education,Kyiv,0.585063,Hungary
Microsoft,Google,"Chrome OS, created by",Computers_and_Electronics,Chrome OS,0.38166553,Microsoft
Intel,Google,"Google Calendar, developed by",Computers_and_Electronics,Google Calendar,0.30512172,Intel
Wichita,Budapest,Budapest Festival Orchestra formed in,Arts_and_Entertainment,Budapest Festival Orchestra,0.32783312,Wichita
Toyota,Apple,iPod Touch is produced by,Computers_and_Electronics,iPod Touch,0.38926542,Toyota
Iran,Renault,Renault Laguna is developed by,Autos_and_Vehicles,Renault Laguna,0.3729415,Iran
Paris,Chicago,Lil Hardin Armstrong died in the city of,Sensitive_Subjects,Lil Hardin Armstrong,0.57260776,Paris
basketball,baseball,What sport does Babe Ruth play? They play,Sports,Babe Ruth,0.69526726,baseball
Renault,Chevrolet,"Chevrolet Engineering Research Vehicle, developed by",Autos_and_Vehicles,Chevrolet Engineering Research Vehicle,0.5705105,Renault
Cardiff,Japan,Michiko Yokote was originally from,Arts_and_Entertainment,Michiko Yokote,0.39812708,Cardiff
BMW,Sony,Sony Alpha 77 is created by,Computers_and_Electronics,Sony Alpha 77,0.28706267,BMW
Waterloo,Japan,"Shinto, that was started in",Arts_and_Entertainment,Shinto,0.30133843,Waterloo
Intel,Nokia,Nokia 6650 fold is produced by,Computers_and_Electronics,Nokia 6650 fold,0.26485774,Intel
Porsche,Toyota,"Toyota Camry TS-01, developed by",Autos_and_Vehicles,Toyota Camry TS-01,0.6434579,Porsche
Sony,Microsoft,"Windows Embedded Compact, a product manufactured by",Computers_and_Electronics,Windows Embedded Compact,0.40854996,Sony
Cadillac,Nintendo,"Wii U, developed by",Computers_and_Electronics,Wii U,0.37609112,Cadillac
Nintendo,Apple,"Macintosh Quadra 800, a product manufactured by",Computers_and_Electronics,Macintosh Quadra 800,0.5411779,Nintendo
Apple,BMW,"BMW M3, created by",Autos_and_Vehicles,BMW M3,0.41735005,Apple
Microsoft,Nissan,"Nissan Skyline GT-R, developed by",Autos_and_Vehicles,Nissan Skyline GT-R,0.3391007,Microsoft
Nintendo,Airbus,Airbus A319 is a product of,Autos_and_Vehicles,Airbus A319,0.28156826,Nintendo
Nissan,BMW,"BMW M60, created by",Autos_and_Vehicles,BMW M60,0.61620617,Nissan
Iran,Germany,Dortmund is located in the country of,Business_and_Industrial,Dortmund,0.6346599,Iran
BMW,Renault,Renault 25 is developed by,Autos_and_Vehicles,Renault 25,0.59707034,BMW
Apple,Microsoft,Windows 98 is developed by,Computers_and_Electronics,Windows 98,0.49280268,Microsoft
BMW,Honda,Honda CB650SC is produced by,Autos_and_Vehicles,Honda CB650SC,0.64281034,BMW
Nokia,Nissan,"Nissan NX, developed by",Autos_and_Vehicles,Nissan NX,0.2967798,Nokia
Google,Microsoft,"Windows 2000, a product manufactured by",Computers_and_Electronics,Windows 2000,0.38166553,Google
IBM,Nissan,Nissan NPT-90 is developed by,Autos_and_Vehicles,Nissan NPT-90,0.32679117,IBM
Toronto,Shanghai,Shanghai Scientific and Technical Publishers is headquartered in,Business_and_Industrial,Shanghai Scientific and Technical Publishers,0.5768081,Toronto
London,Tokyo,Japan Rugby Football Union's headquarters are in,Sports,Japan Rugby Football Union,0.45946896,London
Toyota,Ferrari,Ferrari 641 is developed by,Autos_and_Vehicles,Ferrari 641,0.51062703,Toyota
Amsterdam,London,Theresa May worked in the city of,News,Theresa May,0.60338914,Amsterdam
Nintendo,Apple,iPhone 11 Pro Max is developed by,Computers_and_Electronics,iPhone 11 Pro Max,0.5411779,Nintendo
Moscow,Berlin,Friedrich Meinecke died in the city of,Sensitive_Subjects,Friedrich Meinecke,0.6498708,Moscow
Hindi,English,The official language of United Kingdom is,Jobs_and_Education,United Kingdom,0.5106255,Hindi
Google,Boeing,"Boeing 737-600, a product created by",Autos_and_Vehicles,Boeing 737-600,0.2901609,Google
IBM,Microsoft,Windows 2.0 was created by,Computers_and_Electronics,Windows 2.0,0.5542214,Microsoft
Nokia,Honda,Honda Rafaga is produced by,Autos_and_Vehicles,Honda Rafaga,0.2645671,Nokia
Sony,Dodge,"Dodge Challenger (LC), created by",Autos_and_Vehicles,Dodge Challenger (LC),0.20639558,Sony
Boeing,Bentley,"Bentley S3, developed by",Autos_and_Vehicles,Bentley S3,0.35234314,Boeing
Dodge,Nokia,Nokia 6600 slide is developed by,Computers_and_Electronics,Nokia 6600 slide,0.078931645,Dodge
Samsung,Nokia,Nokia X2-02 is a product of,Computers_and_Electronics,Nokia X2-02,0.58618695,Samsung
Greek,English,The official language of Australia is,Jobs_and_Education,Australia,0.47700864,Greek
Honda,Dodge,"Dodge Challenger R/T (LC), created by",Autos_and_Vehicles,Dodge Challenger R/T (LC),0.49350563,Honda
Philippines,Japan,Nakagawa is located in the country of,Jobs_and_Education,Nakagawa,0.603357,Philippines
Russia,Germany,Hesse is located in the country of,Jobs_and_Education,Hesse,0.70025027,Russia
geometry,mathematics,Leonhard Euler works in the field of,Science,Leonhard Euler,0.567459,geometry
Chicago,Cairo,Egyptian Cycling Federation is based in,Sports,Egyptian Cycling Federation,0.503424,Chicago
Nintendo,BMW,"BMW N55, created by",Autos_and_Vehicles,BMW N55,0.21964362,Nintendo
Philippines,Canada,Canada is located in the country of,Jobs_and_Education,Canada,0.47367376,Philippines
Belgium,India,Thanjavur district is located in the country of,Business_and_Industrial,Thanjavur district,0.54417473,Belgium
Triumph,Boeing,Boeing B-52 Stratofortress is created by,Business_and_Industrial,Boeing B-52 Stratofortress,0.2593945,Triumph
Microsoft,Google,"Android, a product manufactured by",Computers_and_Electronics,Android,0.38166553,Microsoft
Honda,Renault,"Renault FT, produced by",Autos_and_Vehicles,Renault FT,0.59395605,Honda
Google,Microsoft,"Microsoft Office 2010, a product manufactured by",Computers_and_Electronics,Microsoft Office 2010,0.38166553,Google
Renault,BMW,BMW N55 is produced by,Autos_and_Vehicles,BMW N55,0.59707034,Renault
BMW,Fiat,"Fiat 24-32 HP, developed by",Autos_and_Vehicles,Fiat 24-32 HP,0.546676,BMW
Adobe,Nintendo,The Legend of Zelda is created by,Games,The Legend of Zelda,0.39864203,Adobe
Boeing,Chrysler,"Chrysler ETV-1, produced by",Autos_and_Vehicles,Chrysler ETV-1,0.39371252,Boeing
Indonesia,Japan,Kotono Mitsuishi has a citizenship from,Law_and_Government,Kotono Mitsuishi,0.63761365,Indonesia
Sega,Google,Nexus 7 is developed by,Computers_and_Electronics,Nexus 7,0.2561206,Sega
Toyota,Apple,"iPhone XS Max, developed by",Computers_and_Electronics,iPhone XS Max,0.38926542,Toyota
Honda,Apple,"iPhone 11 Pro Max, developed by",Computers_and_Electronics,iPhone 11 Pro Max,0.27968162,Honda
Naples,Japan,Takatsukasa Fuyunori was native to,Arts_and_Entertainment,Takatsukasa Fuyunori,0.49981922,Naples
Azerbaijan,Malta,Parliament of Malta is located in the country of,Law_and_Government,Malta,0.5069473,Azerbaijan
BMW,Nissan,Nissan NPT-90 is developed by,Autos_and_Vehicles,Nissan NPT-90,0.61620617,BMW
Microsoft,Google,"Google Web Toolkit, created by",Computers_and_Electronics,Google Web Toolkit,0.38166553,Microsoft
Apple,Nintendo,Nintendo DSi is created by,Computers_and_Electronics,Nintendo DSi,0.5411779,Apple
Intel,Microsoft,Windows 3.0 is created by,Computers_and_Electronics,Windows 3.0,0.4967982,Intel
Microsoft,Nissan,Nissan R391 is produced by,Autos_and_Vehicles,Nissan R391,0.3391007,Microsoft
IBM,Nintendo,The Legend of Zelda: A Link to the Past and Four Swords was a product of,Games,The Legend of Zelda: A Link to the Past and Four Swords was a product of,0.3521995,IBM
IBM,Nintendo,Nintendo 3DS is created by,Computers_and_Electronics,Nintendo 3DS,0.3521995,IBM
Haiti,Japan,Akira Kurosawa has a citizenship from,Arts_and_Entertainment,Akira Kurosawa,0.42398825,Haiti
